,NM_UE,NM_PARTIDO,DS_CARGO,DS_NACIONALIDADE,NR_IDADE_DATA_POSSE,DS_GENERO,DS_GRAU_INSTRUCAO,DS_COR_RACA,DS_OCUPACAO,VR_DESPESA_MAX_CAMPANHA,ST_REELEICAO
4745,OLÍMPIA,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PREFEITO,BRASILEIRA NATA,50,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADVOGADO,190802,S
4751,DUMONT,PODEMOS,PREFEITO,BRASILEIRA NATA,65,MASCULINO,ENSINO MÉDIO INCOMPLETO,BRANCA,AGRICULTOR,123077,N
4752,CRISTAIS PAULISTA,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PREFEITO,BRASILEIRA NATA,55,MASCULINO,SUPERIOR COMPLETO,BRANCA,POLICIAL CIVIL,123077,N
4809,DIADEMA,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,PREFEITO,BRASILEIRA NATA,49,FEMININO,SUPERIOR COMPLETO,BRANCA,ADVOGADO,2314690,N
4840,SÃO LUÍS DO PARAITINGA,PATRIOTA,PREFEITO,BRASILEIRA NATA,42,MASCULINO,SUPERIOR INCOMPLETO,PARDA,OUTROS,123077,N
4890,PRESIDENTE BERNARDES,DEMOCRATAS,PREFEITO,BRASILEIRA NATA,56,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,MILITAR REFORMADO,123077,N
4899,GUARATINGUETÁ,PROGRESSISTAS,PREFEITO,BRASILEIRA NATA,63,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,APOSENTADO (EXCETO SERVIDOR PÚBLICO),537529,N
4937,SANTA BÁRBARA D'OESTE,PARTIDO VERDE,PREFEITO,BRASILEIRA NATA,38,MASCULINO,SUPERIOR COMPLETO,BRANCA,BIÓLOGO,428025,N
4961,JAÚ,PARTIDO SOCIAL DEMOCRÁTICO,PREFEITO,BRASILEIRA NATA,62,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,EMPRESÁRIO,784852,N
4982,ENGENHEIRO COELHO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PREFEITO,BRASILEIRA NATA,66,MASCULINO,SUPERIOR COMPLETO,BRANCA,SERVIDOR PÚBLICO MUNICIPAL,123077,N
4991,AVAÍ,PARTIDO SOCIAL DEMOCRÁTICO,PREFEITO,BRASILEIRA NATA,52,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,PREFEITO,123077,S
5014,SÃO LUÍS DO PARAITINGA,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PREFEITO,BRASILEIRA NATA,49,FEMININO,SUPERIOR COMPLETO,BRANCA,PEDAGOGO,123077,N
5082,SÃO JOSÉ DOS CAMPOS,PARTIDO SOCIALISMO E LIBERDADE,PREFEITO,BRASILEIRA NATA,31,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,ELETRICISTA E ASSEMELHADOS,1845489,N
5099,SARAPUÍ,SOLIDARIEDADE,PREFEITO,BRASILEIRA NATA,50,MASCULINO,SUPERIOR COMPLETO,BRANCA,PRODUTOR AGROPECUÁRIO,123077,N
5182,SALTO DE PIRAPORA,PARTIDO SOCIAL DEMOCRÁTICO,PREFEITO,BRASILEIRA NATA,60,MASCULINO,SUPERIOR COMPLETO,BRANCA,MÉDICO,123077,N
5236,EMILIANÓPOLIS,PARTIDO TRABALHISTA BRASILEIRO,PREFEITO,BRASILEIRA NATA,59,MASCULINO,SUPERIOR COMPLETO,BRANCA,ENGENHEIRO,123077,S
5252,MIRASSOL,PARTIDO SOCIAL CRISTÃO,PREFEITO,BRASILEIRA NATA,38,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,EMPRESÁRIO,123077,N
5261,PINDAMONHANGABA,PARTIDO LIBERAL,PREFEITO,BRASILEIRA NATA,53,MASCULINO,SUPERIOR COMPLETO,BRANCA,PREFEITO,367034,N
5300,JUNDIAÍ,PARTIDO NOVO,PREFEITO,BRASILEIRA NATA,45,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADVOGADO,2861007,N
5318,COSMÓPOLIS,DEMOCRATAS,PREFEITO,BRASILEIRA NATA,60,MASCULINO,SUPERIOR COMPLETO,PARDA,ADVOGADO,123077,N
5380,RIO DAS PEDRAS,AVANTE,PREFEITO,BRASILEIRA NATA,56,MASCULINO,SUPERIOR COMPLETO,BRANCA,APOSENTADO (EXCETO SERVIDOR PÚBLICO),123077,N
5519,ÁGUAS DE LINDÓIA,DEMOCRACIA CRISTÃ,PREFEITO,BRASILEIRA NATA,56,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,EMPRESÁRIO,170468,N
5534,SÃO PAULO,PATRIOTA,PREFEITO,BRASILEIRA NATA,34,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO,51799384,N
5537,CRUZÁLIA,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PREFEITO,BRASILEIRA NATA,48,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,VEREADOR,123077,S
5555,AVANHANDAVA,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PREFEITO,BRASILEIRA NATA,57,MASCULINO,LÊ E ESCREVE,BRANCA,EMPRESÁRIO,123077,N
5570,ELISIÁRIO,PARTIDO TRABALHISTA BRASILEIRO,PREFEITO,BRASILEIRA NATA,51,MASCULINO,SUPERIOR COMPLETO,PRETA,OUTROS,123077,N
5606,ITUVERAVA,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PREFEITO,BRASILEIRA NATA,58,MASCULINO,SUPERIOR COMPLETO,BRANCA,COMERCIÁRIO,371684,N
5613,ESTIVA GERBI,PARTIDO TRABALHISTA BRASILEIRO,PREFEITO,BRASILEIRA NATA,48,MASCULINO,SUPERIOR COMPLETO,BRANCA,COMERCIANTE,123077,N
5627,SÃO JOSÉ DA BELA VISTA,PARTIDO TRABALHISTA BRASILEIRO,PREFEITO,BRASILEIRA NATA,62,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,BRANCA,EMPRESÁRIO,123077,N
5653,MARAPOAMA,PARTIDO TRABALHISTA BRASILEIRO,PREFEITO,BRASILEIRA NATA,65,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,APOSENTADO (EXCETO SERVIDOR PÚBLICO),123077,N
5665,PIRACICABA,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PREFEITO,BRASILEIRA NATA,70,MASCULINO,SUPERIOR COMPLETO,BRANCA,PROFESSOR DE ENSINO SUPERIOR,395975,N
5710,CARAGUATATUBA,REDE SUSTENTABILIDADE,PREFEITO,BRASILEIRA NATA,78,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,APOSENTADO (EXCETO SERVIDOR PÚBLICO),650376,N
5718,RIBEIRÃO BRANCO,SOLIDARIEDADE,PREFEITO,BRASILEIRA NATA,41,MASCULINO,SUPERIOR COMPLETO,BRANCA,PROFESSOR DE ENSINO MÉDIO,123077,N
5723,LINDÓIA,PARTIDO SOCIAL DEMOCRÁTICO,PREFEITO,BRASILEIRA NATA,43,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADVOGADO,123077,N
5788,ITU,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,PREFEITO,BRASILEIRA NATA,45,MASCULINO,SUPERIOR COMPLETO,BRANCA,MÉDICO,555246,N
5801,SANTO EXPEDITO,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PREFEITO,BRASILEIRA NATA,49,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,EMPRESÁRIO,123077,N
5834,SANTA CRUZ DA ESPERANÇA,PARTIDO SOCIAL LIBERAL,PREFEITO,BRASILEIRA NATA,41,FEMININO,SUPERIOR COMPLETO,PARDA,SERVIDOR PÚBLICO MUNICIPAL,123077,N
5894,REGENTE FEIJÓ,PARTIDO SOCIALISTA BRASILEIRO,PREFEITO,BRASILEIRA NATA,49,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,BRANCA,EMPRESÁRIO,123077,N
5922,MAGDA,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PREFEITO,BRASILEIRA NATA,40,MASCULINO,SUPERIOR COMPLETO,BRANCA,SERVIDOR PÚBLICO MUNICIPAL,123077,N
5934,REGISTRO,PARTIDO LIBERAL,PREFEITO,BRASILEIRA NATA,58,MASCULINO,SUPERIOR COMPLETO,BRANCA,APOSENTADO (EXCETO SERVIDOR PÚBLICO),335027,N
5976,ELIAS FAUSTO,SOLIDARIEDADE,PREFEITO,BRASILEIRA NATA,55,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,BRANCA,COMERCIANTE,123077,N
6015,RIBEIRÃO PIRES,PARTIDO DOS TRABALHADORES,PREFEITO,BRASILEIRA NATA,38,MASCULINO,SUPERIOR COMPLETO,BRANCA,PROFESSOR DE ENSINO MÉDIO,1019523,N
6040,SÃO JOSÉ DOS CAMPOS,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,PREFEITO,BRASILEIRA NATA,47,FEMININO,ENSINO MÉDIO COMPLETO,PRETA,AGENTE POSTAL,1845489,N
6049,GUARIBA,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PREFEITO,BRASILEIRA NATA,54,MASCULINO,SUPERIOR COMPLETO,BRANCA,EMPRESÁRIO,123077,N
6061,NIPOÃ,SOLIDARIEDADE,PREFEITO,BRASILEIRA NATA,42,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,COMERCIANTE,123077,N
6083,BROTAS,DEMOCRATAS,PREFEITO,BRASILEIRA NATA,44,MASCULINO,SUPERIOR COMPLETO,BRANCA,PREFEITO,123077,N
6092,NOVA INDEPENDÊNCIA,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PREFEITO,BRASILEIRA NATA,31,FEMININO,SUPERIOR COMPLETO,BRANCA,PREFEITO,123077,S
6094,SANTO ANTÔNIO DO PINHAL,PARTIDO SOCIAL DEMOCRÁTICO,PREFEITO,BRASILEIRA NATA,52,FEMININO,SUPERIOR COMPLETO,BRANCA,ENFERMEIRO,123077,N
6137,NOVAIS,REPUBLICANOS,PREFEITO,BRASILEIRA NATA,48,MASCULINO,SUPERIOR COMPLETO,BRANCA,PREFEITO,123077,N
6148,VARGEM,PARTIDO SOCIAL DEMOCRÁTICO,PREFEITO,BRASILEIRA NATA,49,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,ADMINISTRADOR,123077,S
6190,SANTO ANTÔNIO DE POSSE,DEMOCRATAS,PREFEITO,BRASILEIRA NATA,59,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,EMPRESÁRIO,123077,N
6214,ARTUR NOGUEIRA,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,PREFEITO,BRASILEIRA NATA,54,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,COMERCIANTE,205747,N
6234,PIACATU,DEMOCRATAS,PREFEITO,BRASILEIRA NATA,71,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,BRANCA,AGRICULTOR,123077,S
6236,SÃO CAETANO DO SUL,PARTIDO SOCIALISMO E LIBERDADE,PREFEITO,BRASILEIRA NATA,64,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADVOGADO,2241374,N
6237,ITAPUÍ,PARTIDO TRABALHISTA BRASILEIRO,PREFEITO,BRASILEIRA NATA,63,MASCULINO,SUPERIOR COMPLETO,BRANCA,PREFEITO,123077,N
6248,BADY BASSITT,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PREFEITO,BRASILEIRA NATA,56,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,"CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES",123077,S
6250,SALES OLIVEIRA,PARTIDO TRABALHISTA BRASILEIRO,PREFEITO,BRASILEIRA NATA,33,MASCULINO,SUPERIOR COMPLETO,BRANCA,EMPRESÁRIO,123077,N
6348,TAMBAÚ,PARTIDO SOCIAL DEMOCRÁTICO,PREFEITO,BRASILEIRA NATA,35,MASCULINO,SUPERIOR COMPLETO,PARDA,ADMINISTRADOR,123077,N
6369,TIMBURI,PODEMOS,PREFEITO,BRASILEIRA NATA,52,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,BRANCA,EMPRESÁRIO,123077,N
6372,PRESIDENTE PRUDENTE,DEMOCRATAS,PREFEITO,BRASILEIRA NATA,54,MASCULINO,SUPERIOR COMPLETO,BRANCA,ENGENHEIRO,1026109,N
6403,RIBEIRA,REDE SUSTENTABILIDADE,PREFEITO,BRASILEIRA NATA,47,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,SERVIDOR PÚBLICO FEDERAL,123077,N
6427,ALVINLÂNDIA,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PREFEITO,BRASILEIRA NATA,68,FEMININO,SUPERIOR COMPLETO,BRANCA,PROFESSOR DE ENSINO MÉDIO,123077,N
6447,VÁRZEA PAULISTA,PARTIDO COMUNISTA DO BRASIL,PREFEITO,BRASILEIRA NATA,45,MASCULINO,SUPERIOR COMPLETO,BRANCA,AGENTE ADMINISTRATIVO,1014755,N
6463,SANTA CRUZ DAS PALMEIRAS,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PREFEITO,BRASILEIRA NATA,42,FEMININO,SUPERIOR COMPLETO,BRANCA,ENFERMEIRO,165663,N
6494,NOVA ALIANÇA,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PREFEITO,BRASILEIRA NATA,65,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,BRANCA,OUTROS,123077,N
6570,SOCORRO,DEMOCRATAS,PREFEITO,BRASILEIRA NATA,66,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,VEREADOR,123077,N
6624,ITATIBA,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PREFEITO,BRASILEIRA NATA,42,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADVOGADO,434787,N
6735,UNIÃO PAULISTA,PARTIDO SOCIAL DEMOCRÁTICO,PREFEITO,BRASILEIRA NATA,76,MASCULINO,SUPERIOR COMPLETO,BRANCA,OUTROS,123077,N
6758,IPERÓ,PARTIDO SOCIALISMO E LIBERDADE,PREFEITO,BRASILEIRA NATA,46,MASCULINO,SUPERIOR COMPLETO,BRANCA,ALMOXARIFE,155892,N
6766,JUNDIAÍ,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,PREFEITO,BRASILEIRA NATA,47,MASCULINO,SUPERIOR COMPLETO,BRANCA,PUBLICITÁRIO,2861007,N
6768,SERRANA,PODEMOS,PREFEITO,BRASILEIRA NATA,51,MASCULINO,SUPERIOR COMPLETO,BRANCA,EMPRESÁRIO,226686,N
6772,VALINHOS,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,PREFEITO,BRASILEIRA NATA,56,MASCULINO,SUPERIOR COMPLETO,BRANCA,EMPRESÁRIO,553027,N
6779,ILHABELA,PARTIDO SOCIAL DEMOCRÁTICO,PREFEITO,BRASILEIRA NATA,59,FEMININO,SUPERIOR COMPLETO,PRETA,PREFEITO,310914,N
6793,PANORAMA,PODEMOS,PREFEITO,BRASILEIRA NATA,59,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,EMPRESÁRIO,123077,N
6832,POTIM,PARTIDO SOCIAL LIBERAL,PREFEITO,BRASILEIRA NATA,58,MASCULINO,ENSINO MÉDIO INCOMPLETO,BRANCA,EMPRESÁRIO,123077,N
6854,MAUÁ,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PREFEITO,BRASILEIRA NATA,59,MASCULINO,SUPERIOR COMPLETO,BRANCA,EMPRESÁRIO,1838557,N
6886,SANTO ANTÔNIO DO PINHAL,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PREFEITO,BRASILEIRA NATA,47,MASCULINO,SUPERIOR COMPLETO,BRANCA,OUTROS,123077,N
6914,TAIAÇU,DEMOCRATAS,PREFEITO,BRASILEIRA NATA,47,MASCULINO,SUPERIOR COMPLETO,BRANCA,ENGENHEIRO,123077,N
6918,PIRASSUNUNGA,PARTIDO TRABALHISTA BRASILEIRO,PREFEITO,BRASILEIRA NATA,49,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,SERVIDOR PÚBLICO CIVIL APOSENTADO,216022,N
7026,PORANGABA,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PREFEITO,BRASILEIRA NATA,50,MASCULINO,SUPERIOR COMPLETO,SEM INFORMAÇÃO,OUTROS,123077,N
7104,SILVEIRAS,SOLIDARIEDADE,PREFEITO,BRASILEIRA NATA,48,FEMININO,SUPERIOR INCOMPLETO,BRANCA,EMPRESÁRIO,123077,N
7142,GUAIMBÊ,CIDADANIA,PREFEITO,BRASILEIRA NATA,39,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,OUTROS,123077,N
7183,CACHOEIRA PAULISTA,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PREFEITO,BRASILEIRA NATA,61,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,EMPRESÁRIO,232443,N
7255,ANGATUBA,PODEMOS,PREFEITO,BRASILEIRA NATA,48,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,COMERCIANTE,177679,N
7435,BERTIOGA,PARTIDO SOCIAL LIBERAL,PREFEITO,BRASILEIRA NATA,67,MASCULINO,SUPERIOR COMPLETO,BRANCA,ARQUITETO,764828,N
7480,AMPARO,PARTIDO SOCIALISTA BRASILEIRO,PREFEITO,BRASILEIRA NATA,67,MASCULINO,SUPERIOR COMPLETO,BRANCA,APOSENTADO (EXCETO SERVIDOR PÚBLICO),277726,N
7483,JAGUARIÚNA,PARTIDO TRABALHISTA BRASILEIRO,PREFEITO,BRASILEIRA NATA,28,MASCULINO,SUPERIOR COMPLETO,BRANCA,VEREADOR,833996,N
7518,BARUERI,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PREFEITO,BRASILEIRA NATA,68,MASCULINO,SUPERIOR COMPLETO,BRANCA,PREFEITO,3954041,N
7532,CAFELÂNDIA,CIDADANIA,PREFEITO,BRASILEIRA NATA,45,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,COMERCIANTE,201039,N
7571,SÃO JOÃO DA BOA VISTA,PARTIDO SOCIAL LIBERAL,PREFEITO,BRASILEIRA NATA,61,MASCULINO,SUPERIOR COMPLETO,BRANCA,"CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES",123077,N
7761,RIBEIRÃO PRETO,REDE SUSTENTABILIDADE,PREFEITO,BRASILEIRA NATA,59,MASCULINO,SUPERIOR COMPLETO,BRANCA,ENGENHEIRO,2850697,N
7771,NOVA GRANADA,PARTIDO SOCIAL DEMOCRÁTICO,PREFEITO,BRASILEIRA NATA,58,FEMININO,SUPERIOR COMPLETO,BRANCA,MÉDICO,164842,N
7854,CERQUEIRA CÉSAR,PARTIDO SOCIALISTA BRASILEIRO,PREFEITO,BRASILEIRA NATA,53,MASCULINO,SUPERIOR COMPLETO,BRANCA,VETERINÁRIO,123077,N
7866,COTIA,PARTIDO SOCIALISTA BRASILEIRO,PREFEITO,BRASILEIRA NATA,34,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADVOGADO,975292,N
7889,SÃO JOÃO DA BOA VISTA,PARTIDO SOCIAL DEMOCRÁTICO,PREFEITO,BRASILEIRA NATA,62,MASCULINO,SUPERIOR COMPLETO,BRANCA,PROFESSOR DE ENSINO SUPERIOR,123077,N
7915,RIO GRANDE DA SERRA,PARTIDO SOCIALISTA BRASILEIRO,PREFEITO,BRASILEIRA NATA,35,MASCULINO,SUPERIOR COMPLETO,BRANCA,VEREADOR,252720,N
7935,EUCLIDES DA CUNHA PAULISTA,REPUBLICANOS,PREFEITO,BRASILEIRA NATA,33,MASCULINO,SUPERIOR COMPLETO,BRANCA,PECUARISTA,123077,N
7996,DIADEMA,REPUBLICANOS,PREFEITO,BRASILEIRA NATA,51,MASCULINO,SUPERIOR COMPLETO,PARDA,OUTROS,2314690,N
7999,NOVA GRANADA,PARTIDO DOS TRABALHADORES,PREFEITO,BRASILEIRA NATA,42,MASCULINO,SUPERIOR COMPLETO,BRANCA,ODONTÓLOGO,164842,N
8003,SANTA GERTRUDES,PARTIDO LIBERAL,PREFEITO,BRASILEIRA NATA,61,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,EMPRESÁRIO,178226,N
8052,MAIRIPORÃ,PARTIDO SOCIAL DEMOCRÁTICO,PREFEITO,BRASILEIRA NATA,71,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,COMERCIANTE,310381,N
8055,SÃO SEBASTIÃO DA GRAMA,PARTIDO SOCIAL DEMOCRÁTICO,PREFEITO,BRASILEIRA NATA,64,MASCULINO,SUPERIOR COMPLETO,BRANCA,MÉDICO,123077,S
8092,SANTO ANDRÉ,PARTIDO DOS TRABALHADORES,PREFEITO,BRASILEIRA NATA,51,FEMININO,SUPERIOR COMPLETO,BRANCA,VEREADOR,3792581,N
8095,PEDREGULHO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PREFEITO,BRASILEIRA NATA,71,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,BRANCA,AGRICULTOR,123077,N
8111,PROMISSÃO,PARTIDO DOS TRABALHADORES,PREFEITO,BRASILEIRA NATA,63,MASCULINO,SUPERIOR COMPLETO,BRANCA,SERVIDOR PÚBLICO ESTADUAL,276848,N
8121,RUBINÉIA,PATRIOTA,PREFEITO,BRASILEIRA NATA,51,MASCULINO,SUPERIOR COMPLETO,BRANCA,PROFESSOR DE ENSINO MÉDIO,123077,N
8134,BERNARDINO DE CAMPOS,PARTIDO LIBERAL,PREFEITO,BRASILEIRA NATA,37,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,CABELEIREIRO E BARBEIRO,123077,N
8141,UBIRAJARA,PARTIDO SOCIALISTA BRASILEIRO,PREFEITO,BRASILEIRA NATA,54,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,EMPRESÁRIO,123077,N
8243,SANTA ROSA DE VITERBO,PARTIDO SOCIALISTA BRASILEIRO,PREFEITO,BRASILEIRA NATA,59,MASCULINO,SUPERIOR COMPLETO,BRANCA,ARQUITETO,123077,N
8302,IGARATÁ,PARTIDO LIBERAL,PREFEITO,BRASILEIRA NATA,64,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,COMERCIANTE,123077,N
8322,ITAPECERICA DA SERRA,PARTIDO TRABALHISTA BRASILEIRO,PREFEITO,BRASILEIRA NATA,61,MASCULINO,SUPERIOR COMPLETO,BRANCA,PREFEITO,542352,N
8329,GARÇA,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PREFEITO,BRASILEIRA NATA,39,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADMINISTRADOR,123077,N
8371,NOVA EUROPA,PATRIOTA,PREFEITO,BRASILEIRA NATA,43,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,LOCUTOR E COMENTARISTA DE RÁDIO E TELEVISÃO E RADIALISTA,123077,N
8425,CONCHAS,DEMOCRATAS,PREFEITO,BRASILEIRA NATA,73,FEMININO,SUPERIOR COMPLETO,BRANCA,APOSENTADO (EXCETO SERVIDOR PÚBLICO),123077,N
8432,CERQUILHO,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PREFEITO,BRASILEIRA NATA,69,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADVOGADO,123077,S
8444,CHARQUEADA,PARTIDO VERDE,PREFEITO,BRASILEIRA NATA,50,FEMININO,SUPERIOR COMPLETO,BRANCA,CONTADOR,123077,N
8522,PIRACAIA,PODEMOS,PREFEITO,BRASILEIRA NATA,43,MASCULINO,SUPERIOR COMPLETO,BRANCA,"CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES",123077,N
8549,PROMISSÃO,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PREFEITO,BRASILEIRA NATA,49,MASCULINO,SUPERIOR COMPLETO,BRANCA,PREFEITO,276848,S
8681,JABORANDI,SOLIDARIEDADE,PREFEITO,BRASILEIRA NATA,42,MASCULINO,SUPERIOR COMPLETO,BRANCA,ENFERMEIRO,123077,N
8682,ITUPEVA,PARTIDO SOCIAL DEMOCRÁTICO,PREFEITO,BRASILEIRA NATA,45,MASCULINO,SUPERIOR COMPLETO,BRANCA,CONTADOR,551834,N
8706,JANDIRA,REDE SUSTENTABILIDADE,PREFEITO,BRASILEIRA NATA,52,MASCULINO,SUPERIOR COMPLETO,BRANCA,POLICIAL MILITAR,305821,N
8754,ITAPECERICA DA SERRA,DEMOCRACIA CRISTÃ,PREFEITO,BRASILEIRA NATA,47,MASCULINO,SUPERIOR COMPLETO,PARDA,"CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES",542352,N
8760,PIRACICABA,PARTIDO VERDE,PREFEITO,BRASILEIRA NATA,62,FEMININO,SUPERIOR COMPLETO,BRANCA,AGRÔNOMO,395975,N
8768,IACRI,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PREFEITO,BRASILEIRA NATA,55,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,EMPRESÁRIO,123077,S
8825,AMERICANA,PARTIDO SOCIAL LIBERAL,PREFEITO,BRASILEIRA NATA,66,MASCULINO,SUPERIOR COMPLETO,BRANCA,POLICIAL MILITAR,1277146,N
8889,ROSANA,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PREFEITO,BRASILEIRA NATA,45,MASCULINO,SUPERIOR COMPLETO,PARDA,EMPRESÁRIO,123077,N
8916,DOBRADA,PARTIDO TRABALHISTA BRASILEIRO,PREFEITO,BRASILEIRA NATA,41,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,SERVIDOR PÚBLICO MUNICIPAL,123077,N
8922,ITIRAPINA,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PREFEITO,BRASILEIRA NATA,68,FEMININO,SUPERIOR COMPLETO,BRANCA,SERVIDOR PÚBLICO ESTADUAL,123077,N
8940,SÃO BERNARDO DO CAMPO,PARTIDO SOCIALISTA BRASILEIRO,PREFEITO,BRASILEIRA NATA,34,MASCULINO,SUPERIOR COMPLETO,BRANCA,MÉDICO,5245994,N
8947,AVARÉ,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PREFEITO,BRASILEIRA NATA,47,FEMININO,SUPERIOR COMPLETO,BRANCA,ADVOGADO,123077,N
8976,LINS,DEMOCRATAS,PREFEITO,BRASILEIRA NATA,43,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADMINISTRADOR,211930,N
9008,SANTOS,AVANTE,PREFEITO,BRASILEIRA NATA,61,MASCULINO,SUPERIOR COMPLETO,BRANCA,OUTROS,1973923,N
9030,NIPOÃ,PARTIDO SOCIAL LIBERAL,PREFEITO,BRASILEIRA NATA,48,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,PARDA,POLICIAL MILITAR,123077,N
9039,AGUDOS,DEMOCRATAS,PREFEITO,BRASILEIRA NATA,45,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,COMERCIANTE,123077,N
9060,CAMPO LIMPO PAULISTA,PARTIDO TRABALHISTA CRISTÃO,PREFEITO,BRASILEIRA NATA,57,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,SERVIDOR PÚBLICO MUNICIPAL,563002,N
9065,REGISTRO,PARTIDO DOS TRABALHADORES,PREFEITO,BRASILEIRA NATA,31,MASCULINO,SUPERIOR COMPLETO,BRANCA,PROFESSOR DE ENSINO MÉDIO,335027,N
